"","x"
"760","https://www.icpsr.umich.edu/web/ICPSR/studies/9133"
"761","https://www.icpsr.umich.edu/web/ICPSR/studies/8269"
"762","https://www.icpsr.umich.edu/web/ICPSR/studies/3477"
"763","https://www.icpsr.umich.edu/web/ICPSR/studies/4282"
"764","https://www.icpsr.umich.edu/web/ICPSR/studies/4167"
"765","https://www.icpsr.umich.edu/web/ICPSR/studies/6704"
"766","https://www.icpsr.umich.edu/web/ICPSR/studies/6126"
"767","https://www.icpsr.umich.edu/web/ICPSR/studies/9345"
"768","https://www.icpsr.umich.edu/web/ICPSR/studies/9281"
"769","https://www.icpsr.umich.edu/web/ICPSR/studies/9262"
"770","https://www.icpsr.umich.edu/web/ICPSR/studies/9039"
"771","https://www.icpsr.umich.edu/web/ICPSR/studies/24783"
"772","https://www.icpsr.umich.edu/web/ICPSR/studies/2898"
"773","https://www.icpsr.umich.edu/web/ICPSR/studies/4182"
"774","https://www.icpsr.umich.edu/web/ICPSR/studies/34980"
"775","https://www.icpsr.umich.edu/web/ICPSR/studies/3040"
"776","https://www.icpsr.umich.edu/web/ICPSR/studies/4567"
"777","https://www.icpsr.umich.edu/web/ICPSR/studies/3910"
"778","https://www.icpsr.umich.edu/web/ICPSR/studies/3303"
"779","https://www.icpsr.umich.edu/web/ICPSR/studies/24401"
"780","https://www.icpsr.umich.edu/web/ICPSR/studies/29650"
"781","https://www.icpsr.umich.edu/web/ICPSR/studies/29643"
"782","https://www.icpsr.umich.edu/web/ICPSR/studies/36848"
"783","https://www.icpsr.umich.edu/web/ICPSR/studies/36846"
"784","https://www.icpsr.umich.edu/web/ICPSR/studies/36845"
"785","https://www.icpsr.umich.edu/web/ICPSR/studies/7996"
"786","https://www.icpsr.umich.edu/web/ICPSR/studies/8473"
"787","https://www.icpsr.umich.edu/web/ICPSR/studies/24782"
"788","https://www.icpsr.umich.edu/web/ICPSR/studies/3039"
"789","https://www.icpsr.umich.edu/web/ICPSR/studies/3669"
"790","https://www.icpsr.umich.edu/web/ICPSR/studies/3330"
"791","https://www.icpsr.umich.edu/web/ICPSR/studies/3168"
"792","https://www.icpsr.umich.edu/web/ICPSR/studies/2697"
"793","https://www.icpsr.umich.edu/web/ICPSR/studies/37816"
"794","https://www.icpsr.umich.edu/web/ICPSR/studies/30801"
"795","https://www.icpsr.umich.edu/web/ICPSR/studies/9132"
"796","https://www.icpsr.umich.edu/web/ICPSR/studies/8400"
"797","https://www.icpsr.umich.edu/web/ICPSR/studies/3453"
"798","https://www.icpsr.umich.edu/web/ICPSR/studies/3332"
"799","https://www.icpsr.umich.edu/web/ICPSR/studies/3329"
"800","https://www.icpsr.umich.edu/web/ICPSR/studies/3170"
"801","https://www.icpsr.umich.edu/web/ICPSR/studies/4527"
"802","https://www.icpsr.umich.edu/web/ICPSR/studies/4526"
"803","https://www.icpsr.umich.edu/web/ICPSR/studies/3038"
"804","https://www.icpsr.umich.edu/web/ICPSR/studies/4148"
"805","https://www.icpsr.umich.edu/web/ICPSR/studies/29646"
"806","https://www.icpsr.umich.edu/web/ICPSR/studies/36416"
"807","https://www.icpsr.umich.edu/web/ICPSR/studies/36409"
"808","https://www.icpsr.umich.edu/web/ICPSR/studies/36386"
"809","https://www.icpsr.umich.edu/web/ICPSR/studies/36384"
"810","https://www.icpsr.umich.edu/web/ICPSR/studies/34434"
"811","https://www.icpsr.umich.edu/web/ICPSR/studies/7934"
"812","https://www.icpsr.umich.edu/web/ICPSR/studies/7933"
"813","https://www.icpsr.umich.edu/web/ICPSR/studies/9719"
"814","https://www.icpsr.umich.edu/web/ICPSR/studies/9260"
"815","https://www.icpsr.umich.edu/web/ICPSR/studies/8492"
"816","https://www.icpsr.umich.edu/web/ICPSR/studies/8470"
"817","https://www.icpsr.umich.edu/web/ICPSR/studies/8330"
"818","https://www.icpsr.umich.edu/web/ICPSR/studies/4042"
"819","https://www.icpsr.umich.edu/web/ICPSR/studies/3456"
"820","https://www.icpsr.umich.edu/web/ICPSR/studies/3044"
"821","https://www.icpsr.umich.edu/web/ICPSR/studies/4168"
"822","https://www.icpsr.umich.edu/web/ICPSR/studies/4031"
"823","https://www.icpsr.umich.edu/web/ICPSR/studies/3455"
"824","https://www.icpsr.umich.edu/web/ICPSR/studies/3171"
"825","https://www.icpsr.umich.edu/web/ICPSR/studies/3169"
"826","https://www.icpsr.umich.edu/web/ICPSR/studies/114"
"827","https://www.icpsr.umich.edu/web/ICPSR/studies/4380"
"828","https://www.icpsr.umich.edu/web/ICPSR/studies/4378"
"829","https://www.icpsr.umich.edu/web/ICPSR/studies/4377"
"830","https://www.icpsr.umich.edu/web/ICPSR/studies/4376"
"831","https://www.icpsr.umich.edu/web/ICPSR/studies/4374"
"832","https://www.icpsr.umich.edu/web/ICPSR/studies/4246"
"833","https://www.icpsr.umich.edu/web/ICPSR/studies/4244"
"834","https://www.icpsr.umich.edu/web/ICPSR/studies/4175"
"835","https://www.icpsr.umich.edu/web/ICPSR/studies/4147"
"836","https://www.icpsr.umich.edu/web/ICPSR/studies/21984"
"837","https://www.icpsr.umich.edu/web/ICPSR/studies/36434"
"838","https://www.icpsr.umich.edu/web/ICPSR/studies/29653"
"839","https://www.icpsr.umich.edu/web/ICPSR/studies/25641"
"840","https://www.icpsr.umich.edu/web/ICPSR/studies/4568"
"841","https://www.icpsr.umich.edu/web/ICPSR/studies/4369"
"842","https://www.icpsr.umich.edu/web/ICPSR/studies/9510"
"843","https://www.icpsr.umich.edu/web/ICPSR/studies/9015"
"844","https://www.icpsr.umich.edu/web/ICPSR/studies/8472"
"845","https://www.icpsr.umich.edu/web/ICPSR/studies/8332"
"846","https://www.icpsr.umich.edu/web/ICPSR/studies/8324"
"847","https://www.icpsr.umich.edu/web/ICPSR/studies/24562"
"848","https://www.icpsr.umich.edu/web/ICPSR/studies/21962"
"849","https://www.icpsr.umich.edu/web/ICPSR/studies/4151"
"850","https://www.icpsr.umich.edu/web/ICPSR/studies/4044"
"851","https://www.icpsr.umich.edu/web/ICPSR/studies/4043"
"852","https://www.icpsr.umich.edu/web/ICPSR/studies/3980"
"853","https://www.icpsr.umich.edu/web/ICPSR/studies/3663"
"854","https://www.icpsr.umich.edu/web/ICPSR/studies/3043"
"855","https://www.icpsr.umich.edu/web/ICPSR/studies/3042"
"856","https://www.icpsr.umich.edu/web/ICPSR/studies/3041"
"857","https://www.icpsr.umich.edu/web/ICPSR/studies/3665"
"858","https://www.icpsr.umich.edu/web/ICPSR/studies/4346"
"859","https://www.icpsr.umich.edu/web/ICPSR/studies/4311"
"860","https://www.icpsr.umich.edu/web/ICPSR/studies/4217"
"861","https://www.icpsr.umich.edu/web/ICPSR/studies/3970"
"862","https://www.icpsr.umich.edu/web/ICPSR/studies/3302"
"863","https://www.icpsr.umich.edu/web/ICPSR/studies/34435"
"864","https://www.icpsr.umich.edu/web/ICPSR/studies/33882"
"865","https://www.icpsr.umich.edu/web/ICPSR/studies/31201"
"866","https://www.icpsr.umich.edu/web/ICPSR/studies/31081"
"867","https://www.icpsr.umich.edu/web/ICPSR/studies/30041"
"868","https://www.icpsr.umich.edu/web/ICPSR/studies/29882"
"869","https://www.icpsr.umich.edu/web/ICPSR/studies/29651"
"870","https://www.icpsr.umich.edu/web/ICPSR/studies/29649"
"871","https://www.icpsr.umich.edu/web/ICPSR/studies/29647"
"872","https://www.icpsr.umich.edu/web/ICPSR/studies/29645"
"873","https://www.icpsr.umich.edu/web/ICPSR/studies/4689"
"874","https://www.icpsr.umich.edu/web/ICPSR/studies/4555"
"875","https://www.icpsr.umich.edu/web/ICPSR/studies/24402"
"876","https://www.icpsr.umich.edu/web/ICPSR/studies/22781"
"877","https://www.icpsr.umich.edu/web/ICPSR/studies/4150"
"878","https://www.icpsr.umich.edu/web/ICPSR/studies/4072"
"879","https://www.icpsr.umich.edu/web/ICPSR/studies/4041"
"880","https://www.icpsr.umich.edu/web/ICPSR/studies/3908"
"881","https://www.icpsr.umich.edu/web/ICPSR/studies/3909"
"882","https://www.icpsr.umich.edu/web/ICPSR/studies/4310"
"883","https://www.icpsr.umich.edu/web/ICPSR/studies/4441"
"884","https://www.icpsr.umich.edu/web/ICPSR/studies/4347"
"885","https://www.icpsr.umich.edu/web/ICPSR/studies/3911"
"886","https://www.icpsr.umich.edu/web/ICPSR/studies/3454"
"887","https://www.icpsr.umich.edu/web/ICPSR/studies/3046"
"888","https://www.icpsr.umich.edu/web/ICPSR/studies/20080"
"889","https://www.icpsr.umich.edu/web/ICPSR/studies/3151"
"890","https://www.icpsr.umich.edu/web/ICPSR/studies/36828"
"891","https://www.icpsr.umich.edu/web/ICPSR/studies/37825"
"892","https://www.icpsr.umich.edu/web/ICPSR/studies/36841"
"893","https://www.icpsr.umich.edu/web/ICPSR/studies/37923"
"894","https://www.icpsr.umich.edu/web/ICPSR/studies/36354"
"895","https://www.icpsr.umich.edu/web/ICPSR/studies/34276"
"896","https://www.icpsr.umich.edu/web/ICPSR/studies/25461"
"897","https://www.icpsr.umich.edu/web/ICPSR/studies/4273"
"898","https://www.icpsr.umich.edu/web/ICPSR/studies/20020"
"899","https://www.icpsr.umich.edu/web/ICPSR/studies/24741"
"900","https://www.icpsr.umich.edu/web/ICPSR/studies/32022"
"901","https://www.icpsr.umich.edu/web/ICPSR/studies/36456"
"902","https://www.icpsr.umich.edu/web/ICPSR/studies/4576"
"903","https://www.icpsr.umich.edu/web/ICPSR/studies/34735"
"904","https://www.icpsr.umich.edu/web/ICPSR/studies/37916"
"905","https://www.icpsr.umich.edu/web/ICPSR/studies/36143"
"906","https://www.icpsr.umich.edu/web/ICPSR/studies/4414"
"907","https://www.icpsr.umich.edu/web/ICPSR/studies/4449"
"908","https://www.icpsr.umich.edu/web/ICPSR/studies/35165"
"909","https://www.icpsr.umich.edu/web/ICPSR/studies/36044"
"910","https://www.icpsr.umich.edu/web/ICPSR/studies/36981"
"911","https://www.icpsr.umich.edu/web/ICPSR/studies/4448"
"912","https://www.icpsr.umich.edu/web/ICPSR/studies/24644"
"913","https://www.icpsr.umich.edu/web/ICPSR/studies/22341"
"914","https://www.icpsr.umich.edu/web/ICPSR/studies/36834"
"915","https://www.icpsr.umich.edu/web/ICPSR/studies/36653"
"916","https://www.icpsr.umich.edu/web/ICPSR/studies/34907"
"917","https://www.icpsr.umich.edu/web/ICPSR/studies/37689"
"918","https://www.icpsr.umich.edu/web/ICPSR/studies/6558"
"919","https://www.icpsr.umich.edu/web/ICPSR/studies/37297"
"920","https://www.icpsr.umich.edu/web/ICPSR/studies/30581"
"921","https://www.icpsr.umich.edu/web/ICPSR/studies/26362"
"922","https://www.icpsr.umich.edu/web/ICPSR/studies/4447"
"923","https://www.icpsr.umich.edu/web/ICPSR/studies/4446"
"924","https://www.icpsr.umich.edu/web/ICPSR/studies/36982"
"925","https://www.icpsr.umich.edu/web/ICPSR/studies/4445"
"926","https://www.icpsr.umich.edu/web/ICPSR/studies/37296"
"927","https://www.icpsr.umich.edu/web/ICPSR/studies/37241"
"928","https://www.icpsr.umich.edu/web/ICPSR/studies/37645"
"929","https://www.icpsr.umich.edu/web/ICPSR/studies/4444"
"930","https://www.icpsr.umich.edu/web/ICPSR/studies/32741"
"931","https://www.icpsr.umich.edu/web/ICPSR/studies/37322"
"932","https://www.icpsr.umich.edu/web/ICPSR/studies/37198"
"933","https://www.icpsr.umich.edu/web/ICPSR/studies/4368"
"934","https://www.icpsr.umich.edu/web/ICPSR/studies/34481"
"935","https://www.icpsr.umich.edu/web/ICPSR/studies/6517"
"936","https://www.icpsr.umich.edu/web/ICPSR/studies/6367"
"937","https://www.icpsr.umich.edu/web/ICPSR/studies/6854"
"938","https://www.icpsr.umich.edu/web/ICPSR/studies/9389"
"939","https://www.icpsr.umich.edu/web/ICPSR/studies/8443"
"940","https://www.icpsr.umich.edu/web/ICPSR/studies/8900"
"941","https://www.icpsr.umich.edu/web/ICPSR/studies/6133"
"942","https://www.icpsr.umich.edu/web/ICPSR/studies/6716"
"943","https://www.icpsr.umich.edu/web/ICPSR/studies/2477"
"944","https://www.icpsr.umich.edu/web/ICPSR/studies/2268"
"945","https://www.icpsr.umich.edu/web/ICPSR/studies/9871"
"946","https://www.icpsr.umich.edu/web/ICPSR/studies/3184"
"947","https://www.icpsr.umich.edu/web/ICPSR/studies/7900"
"948","https://www.icpsr.umich.edu/web/ICPSR/studies/29961"
"949","https://www.icpsr.umich.edu/web/ICPSR/studies/9422"
"950","https://www.icpsr.umich.edu/web/ICPSR/studies/8085"
"951","https://www.icpsr.umich.edu/web/ICPSR/studies/9045"
"952","https://www.icpsr.umich.edu/web/ICPSR/studies/7928"
"953","https://www.icpsr.umich.edu/web/ICPSR/studies/2939"
"954","https://www.icpsr.umich.edu/web/ICPSR/studies/2751"
"955","https://www.icpsr.umich.edu/web/ICPSR/studies/6693"
"956","https://www.icpsr.umich.edu/web/ICPSR/studies/7930"
"957","https://www.icpsr.umich.edu/web/ICPSR/studies/9013"
"958","https://www.icpsr.umich.edu/web/ICPSR/studies/8609"
"959","https://www.icpsr.umich.edu/web/ICPSR/studies/7929"
"960","https://www.icpsr.umich.edu/web/ICPSR/studies/3425"
"961","https://www.icpsr.umich.edu/web/ICPSR/studies/8388"
"962","https://www.icpsr.umich.edu/web/ICPSR/studies/4019"
"963","https://www.icpsr.umich.edu/web/ICPSR/studies/3753"
"964","https://www.icpsr.umich.edu/web/ICPSR/studies/36498"
"965","https://www.icpsr.umich.edu/web/ICPSR/studies/8701"
"966","https://www.icpsr.umich.edu/web/ICPSR/studies/7927"
"967","https://www.icpsr.umich.edu/web/ICPSR/studies/8546"
"968","https://www.icpsr.umich.edu/web/ICPSR/studies/4536"
"969","https://www.icpsr.umich.edu/web/ICPSR/studies/8387"
"970","https://www.icpsr.umich.edu/web/ICPSR/studies/9681"
"971","https://www.icpsr.umich.edu/web/ICPSR/studies/4264"
"972","https://www.icpsr.umich.edu/web/ICPSR/studies/8896"
"973","https://www.icpsr.umich.edu/web/ICPSR/studies/28762"
"974","https://www.icpsr.umich.edu/web/ICPSR/studies/9079"
"975","https://www.icpsr.umich.edu/web/ICPSR/studies/9259"
"976","https://www.icpsr.umich.edu/web/ICPSR/studies/9397"
"977","https://www.icpsr.umich.edu/web/ICPSR/studies/34933"
"978","https://www.icpsr.umich.edu/web/ICPSR/studies/9745"
"979","https://www.icpsr.umich.edu/web/ICPSR/studies/20541"
"980","https://www.icpsr.umich.edu/web/ICPSR/studies/30501"
"981","https://www.icpsr.umich.edu/web/ICPSR/studies/3183"
"982","https://www.icpsr.umich.edu/web/ICPSR/studies/36231"
"983","https://www.icpsr.umich.edu/web/ICPSR/studies/3426"
"984","https://www.icpsr.umich.edu/web/ICPSR/studies/20022"
"985","https://www.icpsr.umich.edu/web/ICPSR/studies/2940"
"986","https://www.icpsr.umich.edu/web/ICPSR/studies/3580"
"987","https://www.icpsr.umich.edu/web/ICPSR/studies/2752"
"988","https://www.icpsr.umich.edu/web/ICPSR/studies/31181"
"989","https://www.icpsr.umich.edu/web/ICPSR/studies/4018"
"990","https://www.icpsr.umich.edu/web/ICPSR/studies/2476"
"991","https://www.icpsr.umich.edu/web/ICPSR/studies/30142"
"992","https://www.icpsr.umich.edu/web/ICPSR/studies/3752"
"993","https://www.icpsr.umich.edu/web/ICPSR/studies/8317"
"994","https://www.icpsr.umich.edu/web/ICPSR/studies/22480"
"995","https://www.icpsr.umich.edu/web/ICPSR/studies/2475"
"996","https://www.icpsr.umich.edu/web/ICPSR/studies/2350"
"997","https://www.icpsr.umich.edu/web/ICPSR/studies/2390"
"998","https://www.icpsr.umich.edu/web/ICPSR/studies/4263"
"999","https://www.icpsr.umich.edu/web/ICPSR/studies/9905"
"1000","https://www.icpsr.umich.edu/web/ICPSR/studies/2523"
"1001","https://www.icpsr.umich.edu/web/ICPSR/studies/3676"
"1002","https://www.icpsr.umich.edu/web/ICPSR/studies/2522"
"1003","https://www.icpsr.umich.edu/web/ICPSR/studies/29282"
"1004","https://www.icpsr.umich.edu/web/ICPSR/studies/3262"
"1005","https://www.icpsr.umich.edu/web/ICPSR/studies/4537"
"1006","https://www.icpsr.umich.edu/web/ICPSR/studies/25382"
"1007","https://www.icpsr.umich.edu/web/ICPSR/studies/2521"
"1008","https://www.icpsr.umich.edu/web/ICPSR/studies/9952"
"1009","https://www.icpsr.umich.edu/web/ICPSR/studies/29701"
"1010","https://www.icpsr.umich.edu/web/ICPSR/studies/29221"
"1011","https://www.icpsr.umich.edu/web/ICPSR/studies/34315"
"1012","https://www.icpsr.umich.edu/web/ICPSR/studies/29401"
"1013","https://www.icpsr.umich.edu/web/ICPSR/studies/31622"
"1014","https://www.icpsr.umich.edu/web/ICPSR/studies/9722"
"1015","https://www.icpsr.umich.edu/web/ICPSR/studies/30985"
"1016","https://www.icpsr.umich.edu/web/ICPSR/studies/28401"
"1017","https://www.icpsr.umich.edu/web/ICPSR/studies/9854"
"1018","https://www.icpsr.umich.edu/web/ICPSR/studies/20180"
"1019","https://www.icpsr.umich.edu/web/ICPSR/studies/34921"
"1020","https://www.icpsr.umich.edu/web/ICPSR/studies/4701"
"1021","https://www.icpsr.umich.edu/web/ICPSR/studies/9466"
"1022","https://www.icpsr.umich.edu/web/ICPSR/studies/8535"
"1023","https://www.icpsr.umich.edu/web/ICPSR/studies/8488"
"1024","https://www.icpsr.umich.edu/web/ICPSR/studies/35509"
"1025","https://www.icpsr.umich.edu/web/ICPSR/studies/6227"
"1026","https://www.icpsr.umich.edu/web/ICPSR/studies/34409"
"1027","https://www.icpsr.umich.edu/web/ICPSR/studies/3239"
"1028","https://www.icpsr.umich.edu/web/ICPSR/studies/2625"
"1029","https://www.icpsr.umich.edu/web/ICPSR/studies/9782"
"1030","https://www.icpsr.umich.edu/web/ICPSR/studies/22500"
"1031","https://www.icpsr.umich.edu/web/ICPSR/studies/4572"
"1032","https://www.icpsr.umich.edu/web/ICPSR/studies/9365"
"1033","https://www.icpsr.umich.edu/web/ICPSR/studies/25505"
"1034","https://www.icpsr.umich.edu/web/ICPSR/studies/8375"
"1035","https://www.icpsr.umich.edu/web/ICPSR/studies/31381"
"1036","https://www.icpsr.umich.edu/web/ICPSR/studies/9859"
"1037","https://www.icpsr.umich.edu/web/ICPSR/studies/6886"
"1038","https://www.icpsr.umich.edu/web/ICPSR/studies/6950"
"1039","https://www.icpsr.umich.edu/web/ICPSR/studies/6128"
"1040","https://www.icpsr.umich.edu/web/ICPSR/studies/31901"
"1041","https://www.icpsr.umich.edu/web/ICPSR/studies/25422"
"1042","https://www.icpsr.umich.edu/web/ICPSR/studies/32122"
"1043","https://www.icpsr.umich.edu/web/ICPSR/studies/3449"
"1044","https://www.icpsr.umich.edu/web/ICPSR/studies/6887"
"1045","https://www.icpsr.umich.edu/web/ICPSR/studies/4720"
"1046","https://www.icpsr.umich.edu/web/ICPSR/studies/4468"
"1047","https://www.icpsr.umich.edu/web/ICPSR/studies/20520"
"1048","https://www.icpsr.umich.edu/web/ICPSR/studies/9319"
"1049","https://www.icpsr.umich.edu/web/ICPSR/studies/7987"
"1050","https://www.icpsr.umich.edu/web/ICPSR/studies/35035"
"1051","https://www.icpsr.umich.edu/web/ICPSR/studies/6429"
"1052","https://www.icpsr.umich.edu/web/ICPSR/studies/6852"
"1053","https://www.icpsr.umich.edu/web/ICPSR/studies/33530"
"1054","https://www.icpsr.umich.edu/web/ICPSR/studies/2391"
"1055","https://www.icpsr.umich.edu/web/ICPSR/studies/6949"
"1056","https://www.icpsr.umich.edu/web/ICPSR/studies/8506"
"1057","https://www.icpsr.umich.edu/web/ICPSR/studies/34861"
"1058","https://www.icpsr.umich.edu/web/ICPSR/studies/6054"
"1059","https://www.icpsr.umich.edu/web/ICPSR/studies/8424"
"1060","https://www.icpsr.umich.edu/web/ICPSR/studies/9331"
"1061","https://www.icpsr.umich.edu/web/ICPSR/studies/36840"
"1062","https://www.icpsr.umich.edu/web/ICPSR/studies/30984"
"1063","https://www.icpsr.umich.edu/web/ICPSR/studies/4292"
"1064","https://www.icpsr.umich.edu/web/ICPSR/studies/32721"
"1065","https://www.icpsr.umich.edu/web/ICPSR/studies/9568"
"1066","https://www.icpsr.umich.edu/web/ICPSR/studies/9855"
"1067","https://www.icpsr.umich.edu/web/ICPSR/studies/4066"
"1068","https://www.icpsr.umich.edu/web/ICPSR/studies/9951"
"1069","https://www.icpsr.umich.edu/web/ICPSR/studies/27647"
"1070","https://www.icpsr.umich.edu/web/ICPSR/studies/3829"
"1071","https://www.icpsr.umich.edu/web/ICPSR/studies/34585"
"1072","https://www.icpsr.umich.edu/web/ICPSR/studies/21741"
"1073","https://www.icpsr.umich.edu/web/ICPSR/studies/2934"
"1074","https://www.icpsr.umich.edu/web/ICPSR/studies/8058"
"1075","https://www.icpsr.umich.edu/web/ICPSR/studies/28402"
"1076","https://www.icpsr.umich.edu/web/ICPSR/studies/35218"
"1077","https://www.icpsr.umich.edu/web/ICPSR/studies/30770"
"1078","https://www.icpsr.umich.edu/web/ICPSR/studies/22407"
"1079","https://www.icpsr.umich.edu/web/ICPSR/studies/2755"
"1080","https://www.icpsr.umich.edu/web/ICPSR/studies/25113"
"1081","https://www.icpsr.umich.edu/web/ICPSR/studies/36361"
"1082","https://www.icpsr.umich.edu/web/ICPSR/studies/9176"
"1083","https://www.icpsr.umich.edu/web/ICPSR/studies/3668"
"1084","https://www.icpsr.umich.edu/web/ICPSR/studies/36398"
"1085","https://www.icpsr.umich.edu/web/ICPSR/studies/36120"
"1086","https://www.icpsr.umich.edu/web/ICPSR/studies/37269"
"1087","https://www.icpsr.umich.edu/web/ICPSR/studies/33902"
"1088","https://www.icpsr.umich.edu/web/ICPSR/studies/37242"
"1089","https://www.icpsr.umich.edu/web/ICPSR/studies/9575"
"1090","https://www.icpsr.umich.edu/web/ICPSR/studies/8101"
"1091","https://www.icpsr.umich.edu/web/ICPSR/studies/37270"
"1092","https://www.icpsr.umich.edu/web/ICPSR/studies/25341"
"1093","https://www.icpsr.umich.edu/web/ICPSR/studies/36263"
"1094","https://www.icpsr.umich.edu/web/ICPSR/studies/37271"
"1095","https://www.icpsr.umich.edu/web/ICPSR/studies/6253"
"1096","https://www.icpsr.umich.edu/web/ICPSR/studies/36408"
"1097","https://www.icpsr.umich.edu/web/ICPSR/studies/37272"
"1098","https://www.icpsr.umich.edu/web/ICPSR/studies/32562"
"1099","https://www.icpsr.umich.edu/web/ICPSR/studies/7683"
"1100","https://www.icpsr.umich.edu/web/ICPSR/studies/27741"
"1101","https://www.icpsr.umich.edu/web/ICPSR/studies/9833"
"1102","https://www.icpsr.umich.edu/web/ICPSR/studies/3207"
"1103","https://www.icpsr.umich.edu/web/ICPSR/studies/6861"
"1104","https://www.icpsr.umich.edu/web/ICPSR/studies/6124"
"1105","https://www.icpsr.umich.edu/web/ICPSR/studies/9810"
"1106","https://www.icpsr.umich.edu/web/ICPSR/studies/9787"
"1107","https://www.icpsr.umich.edu/web/ICPSR/studies/6117"
"1108","https://www.icpsr.umich.edu/web/ICPSR/studies/3031"
"1109","https://www.icpsr.umich.edu/web/ICPSR/studies/36151"
"1110","https://www.icpsr.umich.edu/web/ICPSR/studies/6116"
"1111","https://www.icpsr.umich.edu/web/ICPSR/studies/6219"
"1112","https://www.icpsr.umich.edu/web/ICPSR/studies/6211"
"1113","https://www.icpsr.umich.edu/web/ICPSR/studies/33601"
"1114","https://www.icpsr.umich.edu/web/ICPSR/studies/9112"
"1115","https://www.icpsr.umich.edu/web/ICPSR/studies/36407"
"1116","https://www.icpsr.umich.edu/web/ICPSR/studies/3894"
"1117","https://www.icpsr.umich.edu/web/ICPSR/studies/2889"
"1118","https://www.icpsr.umich.edu/web/ICPSR/studies/6448"
"1119","https://www.icpsr.umich.edu/web/ICPSR/studies/9522"
"1120","https://www.icpsr.umich.edu/web/ICPSR/studies/32961"
"1121","https://www.icpsr.umich.edu/web/ICPSR/studies/2793"
"1122","https://www.icpsr.umich.edu/web/ICPSR/studies/6271"
"1123","https://www.icpsr.umich.edu/web/ICPSR/studies/6012"
"1124","https://www.icpsr.umich.edu/web/ICPSR/studies/9592"
"1125","https://www.icpsr.umich.edu/web/ICPSR/studies/9878"
"1126","https://www.icpsr.umich.edu/web/ICPSR/studies/9929"
"1127","https://www.icpsr.umich.edu/web/ICPSR/studies/6223"
"1128","https://www.icpsr.umich.edu/web/ICPSR/studies/7341"
"1129","https://www.icpsr.umich.edu/web/ICPSR/studies/20303"
"1130","https://www.icpsr.umich.edu/web/ICPSR/studies/34574"
"1131","https://www.icpsr.umich.edu/web/ICPSR/studies/2421"
"1132","https://www.icpsr.umich.edu/web/ICPSR/studies/9467"
"1133","https://www.icpsr.umich.edu/web/ICPSR/studies/6497"
"1134","https://www.icpsr.umich.edu/web/ICPSR/studies/6308"
"1135","https://www.icpsr.umich.edu/web/ICPSR/studies/6213"
"1136","https://www.icpsr.umich.edu/web/ICPSR/studies/23541"
"1137","https://www.icpsr.umich.edu/web/ICPSR/studies/9848"
"1138","https://www.icpsr.umich.edu/web/ICPSR/studies/6150"
"1139","https://www.icpsr.umich.edu/web/ICPSR/studies/6011"
"1140","https://www.icpsr.umich.edu/web/ICPSR/studies/9783"
"1141","https://www.icpsr.umich.edu/web/ICPSR/studies/9688"
"1142","https://www.icpsr.umich.edu/web/ICPSR/studies/9516"
"1143","https://www.icpsr.umich.edu/web/ICPSR/studies/6300"
"1144","https://www.icpsr.umich.edu/web/ICPSR/studies/6212"
"1145","https://www.icpsr.umich.edu/web/ICPSR/studies/6123"
"1146","https://www.icpsr.umich.edu/web/ICPSR/studies/2446"
"1147","https://www.icpsr.umich.edu/web/ICPSR/studies/9876"
"1148","https://www.icpsr.umich.edu/web/ICPSR/studies/9834"
"1149","https://www.icpsr.umich.edu/web/ICPSR/studies/8882"
"1150","https://www.icpsr.umich.edu/web/ICPSR/studies/36149"
"1151","https://www.icpsr.umich.edu/web/ICPSR/studies/8055"
"1152","https://www.icpsr.umich.edu/web/ICPSR/studies/8917"
"1153","https://www.icpsr.umich.edu/web/ICPSR/studies/2465"
"1154","https://www.icpsr.umich.edu/web/ICPSR/studies/9600"
"1155","https://www.icpsr.umich.edu/web/ICPSR/studies/4485"
"1156","https://www.icpsr.umich.edu/web/ICPSR/studies/35166"
"1157","https://www.icpsr.umich.edu/web/ICPSR/studies/2259"
"1158","https://www.icpsr.umich.edu/web/ICPSR/studies/2036"
"1159","https://www.icpsr.umich.edu/web/ICPSR/studies/9414"
"1160","https://www.icpsr.umich.edu/web/ICPSR/studies/36795"
"1161","https://www.icpsr.umich.edu/web/ICPSR/studies/6427"
"1162","https://www.icpsr.umich.edu/web/ICPSR/studies/8102"
"1163","https://www.icpsr.umich.edu/web/ICPSR/studies/4676"
"1164","https://www.icpsr.umich.edu/web/ICPSR/studies/4598"
"1165","https://www.icpsr.umich.edu/web/ICPSR/studies/36798"
"1166","https://www.icpsr.umich.edu/web/ICPSR/studies/36346"
"1167","https://www.icpsr.umich.edu/web/ICPSR/studies/4692"
"1168","https://www.icpsr.umich.edu/web/ICPSR/studies/4091"
"1169","https://www.icpsr.umich.edu/web/ICPSR/studies/6951"
"1170","https://www.icpsr.umich.edu/web/ICPSR/studies/2037"
"1171","https://www.icpsr.umich.edu/web/ICPSR/studies/34603"
"1172","https://www.icpsr.umich.edu/web/ICPSR/studies/6844"
"1173","https://www.icpsr.umich.edu/web/ICPSR/studies/37066"
"1174","https://www.icpsr.umich.edu/web/ICPSR/studies/4693"
"1175","https://www.icpsr.umich.edu/web/ICPSR/studies/4517"
"1176","https://www.icpsr.umich.edu/web/ICPSR/studies/4700"
"1177","https://www.icpsr.umich.edu/web/ICPSR/studies/35036"
