"","id","downloads","citations","views","total_checks","passed_checks","warning_checks","failed_checks","failures"
"535","doi%3A10.6085%2FAA%2FESA001_025MTBD024R00_20091020.50.1",0,0,72,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"536","doi%3A10.6085%2FAA%2FLOP001_026MTBD015R00_20070605.50.1",0,0,69,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"537","doi%3A10.6085%2FAA%2Fpisco_recruitment.302.2",113,0,16,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"538","doi%3A10.6085%2FAA%2FFCKX00_XXXIBTNXMBR21_20060417.50.1",1,0,4,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"539","doi%3A10.6085%2FAA%2FSR15XX_015MU12004R00_20070511.50.2",0,0,73,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"540","doi%3A10.6085%2FAA%2FJALXXX_015MTBD009R00_20070306.50.5",0,0,81,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"541","doi%3A10.6085%2FAA%2FMORXXX_015MTBD009R00_20061201.50.5",0,0,78,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"542","doi%3A10.6085%2FAA%2FFCKX00_XXXIBTNXMBR11_20050425.50.2",2,0,72,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"543","doi%3A10.6085%2FAA%2FCARX00_XXXIBTNXTSR01_20071028.50.1",1,0,12,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"544","doi%3A10.6085%2FAA%2FSRKX00_XXXITV2XHSR01_20090206.50.1",3,0,64,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"545","doi%3A10.6085%2FAA%2FGHVX00_XXXITV2XLSR02_20090410.50.2",2,0,74,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"546","doi%3A10.6085%2FAA%2FPTS001_021MXTI019R00_20051028.50.4",2,0,9,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"547","doi%3A10.6085%2FAA%2Fpisco_mussel_growth.74.2",14,0,86,20,14,3,3,"The number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"548","doi%3A10.6085%2FAA%2FMB042X_042MTBD032R00_20060707.50.5",1,0,22,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"549","doi%3A10.6085%2FAA%2FCE015X_015MTBD005R00_20060504.50.5",0,0,21,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"550","doi%3A10.6085%2FAA%2FSSM001_022MTBD014R00_20081108.50.1",1,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"551","doi%3A10.5063%2FF1FF3QMV",NA,0,NA,20,16,4,0,""
"552","doi%3A10.6085%2FAA%2FTRLXXX_015MTBD003R00_20110216.50.1",0,0,10,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"553","doi%3A10.6085%2FAA%2FOCRN00_XXXITBDXLZR01_20010704.50.5",1,0,79,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"554","doi%3A10.6085%2FAA%2FCMEN00_XXXITV2XLSR01_20110619.50.1",0,0,12,20,13,4,3,"The abstract is only 82 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"555","doi%3A10.6085%2FAA%2FBBYX00_XXXITV2XMMR02_20091230.50.1",6,0,61,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"556","doi%3A10.5063%2FAA%2Fobfs2.388.1",0,0,172,16,9,3,4,"The abstract is only 13 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"557","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR01_20070812.50.1",1,0,5,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"558","doi%3A10.5063%2FF1PK0D82",252,0,182,16,9,3,4,"The number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"559","doi%3A10.6085%2FAA%2FSRSXXX_015MTBD003R00_20100621.50.1",0,0,11,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"560","doi%3A10.6085%2FAA%2FCMEN00_XXXITV2XLSR02_20090806.50.1",1,0,66,20,13,4,3,"The abstract is only 82 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"561","doi%3A10.6085%2FAA%2FLB15XX_015MTV2009R00_20100510.50.1",1,0,69,20,13,4,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"562","doi%3A10.5063%2FAA%2Fduc_merp.17.13",18,0,161,20,15,3,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"563","doi%3A10.5063%2FAA%2Fknb.251.1",50,0,174,16,14,0,2,"The abstract is only 52 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"564","doi%3A10.6085%2FAA%2FSSM001_022MHP2014R00_20070904.50.1",0,0,66,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"565","doi%3A10.5063%2FAA%2Fgss1.32.7",178,0,474,20,15,3,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"566","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR01_20100909.50.1",0,0,66,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"567","doi%3A10.6085%2FAA%2FJALXXX_015ADCP015R00_20030529.50.5",0,0,73,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"568","doi%3A10.6085%2FAA%2FSQP001_021MXTI005R00_20080125.50.1",1,0,71,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"569","doi%3A10.6085%2FAA%2FBBYX00_XXXITV2XHSR01_20090411.50.1",2,0,61,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"570","Blandy.95.3",150,0,242,20,12,5,3,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"571","doi%3A10.6085%2FAA%2FISTCXX_XXXITBPXMSR00_20070101.50.3",1,0,74,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"572","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR01_20020325.50.5",0,0,83,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"573","doi%3A10.6085%2FAA%2FJHDX00_XXXITBDXMSR02_19990929.50.4",0,0,89,20,13,4,3,"The abstract is only 64 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"574","doi%3A10.6085%2FAA%2FIPPTXX_XXXITBPXMSR00_20090101.50.3",0,0,74,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"575","doi%3A10.6085%2FAA%2FLAC001_023MTBD023R00_20051206.50.8",2,0,87,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"576","doi%3A10.6085%2FAA%2FSCPXXX_015MTBD009R00_20100304.50.1",0,0,11,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"577","doi%3A10.5063%2FAA%2Fnrs.623.1",0,0,149,16,11,1,4,"The abstract is only 40 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"578","doi%3A10.6085%2FAA%2FLB15XX_015MTV2014R00_20090722.50.1",1,0,72,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"579","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR02_20080919.50.1",3,0,65,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"580","doi%3A10.6085%2FAA%2FPTS001_021MXTI019R00_20090727.50.1",0,0,68,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"581","doi%3A10.6085%2FAA%2FYBHX00_XXXITV2XMMR01_20090524.50.1",3,0,63,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"582","doi%3A10.6085%2FAA%2FYBHX00_XXXITV2XMMR03_20120309.50.1",1,0,11,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"583","doi%3A10.6085%2FAA%2FJOE001_023MTBD005R00_20090914.50.1",0,0,73,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"584","doi%3A10.6085%2FAA%2FJALXXX_015MTBD003R00_20060331.50.5",1,0,78,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"585","doi%3A10.6085%2FAA%2FYBHX00_XXXIBTNXTSR01_20081114.50.2",0,0,70,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"586","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR02_20060224.50.5",1,0,77,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"587","doi%3A10.6085%2FAA%2FLBS15X_015MTV2001R00_20070618.50.1",1,0,5,20,14,3,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"588","doi%3A10.6085%2FAA%2FCMRX00_XXXITBDXLSR01_20070927.50.1",3,0,11,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"589","doi%3A10.6085%2FAA%2FSHLX00_XXXIBTNXTSR01_20090410.50.1",2,0,62,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"590","doi%3A10.5063%2FAA%2Fnrs.451.1",0,0,214,16,10,1,5,"The abstract is only 29 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"591","doi%3A10.5063%2FF1JW8BT9",0,0,0,20,12,5,3,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"592","doi%3A10.5063%2FAA%2Fbowdish.94.3",0,0,619,16,9,3,4,"The abstract is only 26 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"593","doi%3A10.5063%2FAA%2Fdpennington.183.2",16,0,224,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"594","doi%3A10.6085%2FAA%2FYBHX00_XXXIBTNXHSR01_20060516.50.1",2,0,6,20,13,4,3,"The abstract is only 76 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"595","doi%3A10.6085%2FAA%2FSQP001_021MHP2005R00_20100601.50.1",0,0,71,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"596","doi%3A10.6085%2FAA%2FKL027X_027MTBD007R00_20060927.50.5",0,0,22,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"597","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR01_20100816.50.2",0,0,76,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"598","doi%3A10.5063%2FAA%2Fjschen.3.1",0,0,27,NA,NA,NA,NA,""
"599","tuomas.13.3",0,0,222,16,7,4,5,"The abstract is only 66 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"600","doi%3A10.6085%2FAA%2FITRPXX_XXXITBDXMSR00_20030101.50.3",0,0,81,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"601","judithk.887.4",0,0,25,16,10,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"602","doi%3A10.5063%2FAA%2Fnrs.814.1",0,0,143,16,12,1,3,"The number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"603","doi%3A10.6085%2FAA%2FCBLX00_XXXITV2XMMR01_20100520.50.1",2,0,85,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"604","doi%3A10.5063%2FAA%2Fdpennington.74.5",26,0,289,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"605","doi%3A10.6085%2FAA%2FLB15XX_015MXTI001R00_20070618.50.1",1,0,8,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"606","doi%3A10.6085%2FAA%2FSQP001_021MXTI012R00_20080125.50.1",0,0,70,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"607","doi%3A10.5063%2FAA%2Ftao.12782.2",0,0,144,20,8,4,8,"No abstract sections were found.discoveryThe number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"608","nrs.910.1",0,0,238,16,11,2,3,"The abstract is only 25 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"609","doi%3A10.6085%2FAA%2FCUYXXX_015ADCP015R00_20090820.50.1",0,0,70,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"610","doi%3A10.6085%2FAA%2FFCKX00_XXXIBTNXMBR12_20090620.50.1",1,0,61,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"611","doi%3A10.6085%2FAA%2FPIG001_021MTBD013R00_20071116.50.1",1,0,71,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"612","doi%3A10.6085%2FAA%2FIPICXX_XXXITBDXLZR01_20000510.50.5",0,0,78,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"613","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR02_20070811.50.2",2,0,81,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"614","doi%3A10.6085%2FAA%2FMAL001_020MHP2020R01_20081017.50.1",0,0,71,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"615","doi%3A10.6085%2FAA%2FICHIXX_XXXITBDXLZR01_20000804.50.5",0,0,88,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"616","doi%3A10.6085%2FAA%2FLAC001_023MHP2023R00_20100101.50.1",0,0,68,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"617","doi%3A10.6085%2FAA%2FPOHX00_XXXITV2XLSR01_20101123.50.1",4,0,65,20,13,4,3,"The abstract is only 82 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"618","doi%3A10.6085%2FAA%2FLOP001_026MTBD004R00_20061005.50.8",1,0,88,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"619","doi%3A10.5063%2FAA%2Fnceas.943.1",0,0,579,16,10,3,3,"The abstract is only 32 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"620","doi%3A10.6085%2FAA%2FYBHX00_XXXIBTNXMBR11_20100516.50.1",1,0,61,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"621","Dick_Root.7.13",84,0,517,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"622","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR03_20070812.50.2",1,0,78,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"623","doi%3A10.5063%2FAA%2Fnrs.224.1",0,0,142,16,10,3,3,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"624","nceas.994.1",0,0,128,16,9,4,3,"The abstract is only 28 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 2. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"625","doi%3A10.6085%2FAA%2FLNDXXX_013MTBD004R00_20021018.50.5",0,0,79,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"626","doi%3A10.6085%2FAA%2FGHVX00_XXXIBTNXTSR01_20100810.50.1",0,0,63,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"627","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR03_20071210.50.2",3,0,76,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"628","doi%3A10.6085%2FAA%2FIBLGXX_XXXITBDXLZR01_20020109.50.6",1,0,80,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"629","doi%3A10.6085%2FAA%2FBIG001_026MTBD000R00_20070605.50.1",4,0,69,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"630","doi%3A10.6085%2FAA%2FGHVX00_XXXIBTNXTSR01_20091104.50.1",1,0,64,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"631","doi%3A10.5063%2FAA%2Fnceas.979.5",348,0,831,20,11,5,4,"The abstract is only 4 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"632","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR03_20090628.50.1",4,0,63,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"633","doi%3A10.6085%2FAA%2FWINXXX_015MTBD014R00_20090805.50.1",0,0,9,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"634","doi%3A10.6085%2FAA%2FHMS001_020ADCP019R00_20060830.50.5",1,0,76,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"635","doi%3A10.6085%2FAA%2FYBHX00_XXXIBTNXMBR22_20100625.50.1",0,0,65,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"636","knb.1321.2",78,0,244,16,10,3,3,"The abstract is only 34 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"637","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR02_20020328.50.4",1,0,73,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"638","doi%3A10.5063%2FAA%2Fobfs.312.3",0,0,70,NA,NA,NA,NA,""
"639","doi%3A10.6085%2FAA%2FMORXXX_015ADCP015R00_20041201.50.6",2,0,89,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"640","doi%3A10.5063%2FF1639N12",61,0,64,16,12,2,2,"The number of words in the dataset's title is 23. The maximum recommended word count is 20.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"641","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR02_20070515.50.6",5,0,85,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"642","doi%3A10.6085%2FAA%2FJOE001_023MTBD000R00_20070314.50.10",1,0,99,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"643","doi%3A10.5063%2FAA%2Fknb.233.1",0,0,223,16,10,3,3,"The abstract is only 39 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"644","doi%3A10.6085%2FAA%2FSUN001_026MTBD025R00_20090605.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"645","judithk.814.4",7,0,49,20,13,4,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"646","doi%3A10.6085%2FAA%2FRKPX00_XXXIBTNXTSR01_20100129.50.1",1,0,63,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"647","doi%3A10.6085%2FAA%2FTRLXXX_015MTBD003R00_20081217.50.1",2,0,10,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"648","doi%3A10.5063%2FB56H4J",4,0,20,16,14,2,0,""
"649","doi%3A10.6085%2FAA%2FGHVX00_XXXITV2XMMR01_20101206.50.2",2,0,76,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"650","doi%3A10.6085%2FAA%2FPURXXX_015MTBD009R00_20080516.50.1",1,0,10,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"651","doi%3A10.6085%2FAA%2FMB015X_015MTBD014R00_20060502.50.5",0,0,20,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"652","doi%3A10.6085%2FAA%2FSHB001_021MHP2005R00_20100601.50.1",0,0,70,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"653","doi%3A10.5063%2FAA%2Fgeorgia.6.2",0,0,170,16,5,3,8,"The abstract is only 14 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"654","dackerly.5.2",0,0,265,16,8,4,4,"The number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
